Work Order ID,Description,Status,Work Group,Program,Report Date,Service Address,Completion Date,Duration (hours),Failure Class,Problem,Service Request ID,Work Order Priority,Council District,Fiscal Year,Valid Duration,Meets Standard
20-110816,Tree Issue ROW - broken hanging diverting traffic - YATES AVE & MORROW ST,"QA Completed, Ready To Close",SBO Trees,Forestry,09/04/2020 12:40:50 PM,1801 MORROW ST,09/04/2020 12:00:00 PM,-0.681,"Public Works Forestry Investigation (or Maintenance, or Issues)",Forestry Safety Concern,CSR20-00364668,5,7,FY2020,0,-1
20-110820,Debris in Street---BAG OF TRASH---1700 MATTHEWS LN,"QA Completed, Ready To Close",SBO District North,District Maintenance,09/04/2020 01:09:03 PM,1701 1/2 MATTHEWS LN,09/04/2020 08:30:00 PM,7.349,Street Surface Assets,Debris in Street,CSR20-00364734,2,5,FY2020,1,1
20-110823,Tree Issue ROW---BROKEN LIMB---2600 INRIDGE DR,"QA Completed, Ready To Close",SBO Trees,Forestry,09/04/2020 01:31:51 PM,2604 INRIDGE DR,09/04/2020 02:45:00 PM,1.219,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00364776,5,5,FY2020,1,1
20-110826,Debris in Street---LIMBS---1105 ALAMEDA DR,"QA Completed, Ready To Close",SBO District North,District Maintenance,09/04/2020 01:43:52 PM,1105 ALAMEDA DR,09/04/2020 04:30:00 PM,2.769,Street Surface Assets,Debris in Street,CSR20-00364802,4,9,FY2020,1,1
20-110828,Debris in Street---CAGE---7300 SOUTHWEST PKWY,"QA Completed, Ready To Close",SBO District North,District Maintenance,09/04/2020 01:49:53 PM,7301 1/2 SOUTHWEST PKWY,09/04/2020 08:00:00 PM,6.169,Street Surface Assets,Debris in Street,CSR20-00364824,4,8,FY2020,1,1
20-110834,"Tree Issue ROW - fallen tree , might be from row - 1100 BOULDIN AVE,","QA Completed, Ready To Close",SBO Trees,Forestry,09/04/2020 03:34:49 PM,1100 BOULDIN AVE,09/04/2020 04:45:00 PM,1.17,"Public Works Forestry Investigation (or Maintenance, or Issues)",Forestry Safety Concern,CSR20-00365040,5,9,FY2020,1,1
20-110836,Tree Issue ROW - fallen tree this might be tx-dot' area - tree people gone - 1541 W CESAR CHAVEZ ST,"Work complete, Ready for QA (Quality Assurance)",SBO District Central,District Maintenance,09/04/2020 04:19:49 PM,1541 W CESAR CHAVEZ ST,09/04/2020 05:15:00 PM,0.92,ROW Trees,Investigate Work Request,CSR20-00365127,2,9,FY2020,1,1
20-110838,"Tree Issue ROW - fallen tree - tree people gone - 2820 YANDALL DR,","Work complete, Ready for QA (Quality Assurance)",SBO District North,District Maintenance,09/04/2020 04:19:49 PM,2820 YANDALL DR,09/04/2020 08:00:00 PM,3.67,ROW Trees,Broken or Hanging Branch,CSR20-00365132,4,8,FY2020,1,1
20-110839,Tree Issue ROW / 1407 W 10TH ST,"Work complete, Ready for QA (Quality Assurance)",SBO District Central,District Maintenance,09/04/2020 04:19:50 PM,1407 W 10TH ST,09/04/2020 05:00:00 PM,0.669,ROW Trees,Investigate Work Request,CSR20-00365129,2,9,FY2020,1,1
20-110840,"Debris in Street WALLER ST & E 4TH ST, AUSTIN, TX","Work Complete, Final Review Pending",SBO District Central,District Maintenance,09/04/2020 04:25:50 PM,1101 E 4TH ST,09/04/2020 04:45:00 PM,0.319,Street Surface Assets,Debris in Street,CSR20-00365141,2,3,FY2020,1,1
20-110847,Tree Issue ROW / 910 RED RIVER ST,"Work complete, Ready for QA (Quality Assurance)",SBO District Central,District Maintenance,09/04/2020 05:19:51 PM,900 RED RIVER ST,09/04/2020 06:45:00 PM,1.419,ROW Trees,Investigate Work Request,CSR20-00365241,2,9,FY2020,1,1
20-110845,Debris in Street,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/04/2020 05:43:53 PM,6720 CORPUS CHRISTI DR,09/04/2020 07:15:00 PM,1.519,Street Surface Assets,Debris in Street,CSR20-00365282,2,6,FY2020,1,1
20-110846,Debris in Street / 2312 PRUETT ST,"Work Complete, Final Review Pending",SBO District Central,District Maintenance,09/04/2020 05:55:49 PM,2312 PRUETT ST,09/04/2020 04:30:00 PM,-1.43,Street Surface Assets,Debris in Street,CSR20-00365292,2,10,FY2020,0,-1
20-110857,Tree Issue ROW - low limbs growing over street - 1504 DAPPLEGREY LN,"QA Completed, Ready To Close",SBO Trees,Forestry,09/04/2020 07:19:52 PM,1504 DAPPLEGREY LN,09/15/2020 02:30:00 PM,259.169,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00365404,2,7,FY2020,1,0
20-110849,Obstruction in ROW,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/04/2020 08:16:52 PM,1301 W OLTORF ST,09/04/2020 09:15:00 PM,0.969,Street Surface Assets,Obstruction,CSR20-00365452,2,5,FY2020,1,1
20-110853,Tree Issue ROW,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/05/2020 12:01:52 AM,617 1/2 W 4TH ST,09/05/2020 01:15:00 AM,1.219,ROW Trees,Broken or Hanging Branch,CSR20-00365586,4,9,FY2020,1,1
20-110856,Debris in Street,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/05/2020 08:16:50 AM,4111 S 1ST ST,09/05/2020 09:00:00 AM,0.719,Street Surface Assets,Debris in Street,CSR20-00365707,4,2,FY2020,1,1
20-110859,Tree Issue ROW - low limbs growing over street - AIRPORT BLVD & E 38TH HALF ST,First Responder Complete,SBO Trees,Forestry,09/05/2020 08:25:50 AM,3807 GRAYSON LN,,0,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00365714,2,1,FY2020,0,-1
20-110860,Obstruction in ROW - overgrown vegetation - 6305 HYSIDE DR,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/05/2020 09:19:51 AM,6305 HYSIDE DR,09/09/2020 11:48:11 AM,98.472,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00365770,2,1,FY2020,1,0
20-110861,"Tree Issue ROW, East Ave & Nash Hernandez Sr, Branch in ROW","QA Completed, Ready To Close",SBO District South,District Maintenance,09/05/2020 10:13:50 AM,1317 1/2 NASH HERNANDEZ SR RD,09/05/2020 08:58:36 PM,10.746,ROW Trees,Broken or Hanging Branch,CSR20-00365823,4,3,FY2020,1,1
20-110862,"Debris in Street, 2200 E 7th, Gravel Spill","QA Completed, Ready To Close",SBO District South,District Maintenance,09/05/2020 10:16:51 AM,2200 E 7TH ST,09/05/2020 09:05:03 PM,10.804,Street Surface Assets,Debris in Street,CSR20-00365827,4,3,FY2020,1,1
20-110870,"Debris in Street - limb, dump truck full - 2006 ARPDALE ST","QA Completed, Ready To Close",SBO District South,District Maintenance,09/05/2020 11:34:53 AM,2006 ARPDALE ST,09/05/2020 02:00:00 PM,2.419,Street Surface Assets,Debris in Street,CSR20-00365949,2,5,FY2020,1,1
20-110871,"Debris in Street - limb, pickup full - 4112 AVENUE D","QA Completed, Ready To Close",SBO District South,District Maintenance,09/05/2020 11:40:53 AM,4112 AVENUE D,09/05/2020 09:34:06 PM,9.887,Street Surface Assets,Debris in Street,CSR20-00365962,2,9,FY2020,1,1
20-110872,"Tree Issue ROW - fallen tree on road, back of the house - 4411 JESSAMINE HOLW","QA Completed, Ready To Close",SBO District South,District Maintenance,09/05/2020 11:43:53 AM,4411 JESSAMINE HOLW,09/05/2020 09:43:35 PM,9.995,ROW Trees,Broken or Hanging Branch,CSR20-00365966,4,10,FY2020,1,1
20-110876,Obstruction in ROW - overgrown vines and brush in ROW along Dittmar - 7701 PEACEFUL HILL LN,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/05/2020 12:49:50 PM,7701 PEACEFUL HILL LN,09/14/2020 01:54:10 PM,217.072,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00366062,2,2,FY2020,1,0
20-110877,"Debris in Street - SB on Stone Lake, R side, branch -  STONELAKE BLVD & GREAT HILLS TRL","QA Completed, Ready To Close",SBO District South,District Maintenance,09/05/2020 12:49:50 PM,10201 1/2 STONELAKE BLVD,09/05/2020 11:55:53 PM,11.101,Street Surface Assets,Debris in Street,CSR20-00366055,4,7,FY2020,1,1
20-110878,Tree Issue ROW - fallen tree on road - E 32ND ST & RED RIVER ST,"QA Completed, Ready To Close",SBO District South,District Maintenance,09/05/2020 12:55:50 PM,3200 RED RIVER ST,09/06/2020 12:03:07 AM,11.121,ROW Trees,Roadway Blockage,CSR20-00366067,4,9,FY2020,1,1
20-110879,Tree Issue ROW - Low Limb(s) Growing Over Street - E RIVERSIDE DR & PALMA VERDE DR,"QA Completed, Ready To Close",SBO Trees,Forestry,09/05/2020 01:58:51 PM,8201 E RIVERSIDE DR,10/28/2020 12:30:00 PM,1270.519,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00366153,2,2,FY2020,1,0
20-110880,Debris in Street - mattress and box spring on side of RD -  OVERBROOK DR & E 51ST ST,"QA Completed, Ready To Close",SBO District South,District Maintenance,09/05/2020 02:07:52 PM,2908 1/2 E 51ST ST,09/06/2020 12:06:11 AM,9.972,Street Surface Assets,Debris in Street,CSR20-00366162,2,1,FY2020,1,1
20-110882,"Debris in Street - pile of gravel curb to curb, hazard - 2311 PRUETT ST","QA Completed, Ready To Close",SBO District South,District Maintenance,09/05/2020 03:10:53 PM,2311 PRUETT ST,09/06/2020 12:13:53 AM,9.05,Street Surface Assets,Debris in Street,CSR20-00366239,4,10,FY2020,1,1
20-110883,Tree Issue ROW - LG tree split in half leaning over house - 3403 LEDGESTONE DR,"QA Completed, Ready To Close",SBO District South,District Maintenance,09/05/2020 04:34:50 PM,3403 LEDGESTONE DR,09/06/2020 12:17:07 AM,7.705,ROW Trees,Broken or Hanging Branch,CSR20-00366325,4,10,FY2020,1,1
20-110887,"Tree Issue ROW, 601 E 6th St, Branch","QA Completed, Ready To Close",SBO District South,District Maintenance,09/05/2020 05:01:52 PM,601 E 6TH ST,09/06/2020 12:24:04 AM,7.37,ROW Trees,Broken or Hanging Branch,CSR20-00366354,4,9,FY2020,1,1
20-110884,"Tree Issue ROW, 3406 Menchaca Rd, Broken Limb","QA Completed, Ready To Close",SBO After Hours,District Maintenance,09/05/2020 05:10:53 PM,3406 MENCHACA RD,09/06/2020 04:30:00 AM,11.319,ROW Trees,Broken or Hanging Branch,CSR20-00366371,4,5,FY2020,1,1
20-110885,"Debris in Street, 6516 S 1st St, Brush/Trash","QA Completed, Ready To Close",SBO District South,District Maintenance,09/05/2020 07:58:53 PM,6516 S 1ST ST,09/06/2020 11:08:35 PM,27.162,Street Surface Assets,Debris in Street,CSR20-00366503,4,2,FY2020,1,1
20-110895,Tree Issue ROW  1220 TAYLOR ST.,"QA Completed, Ready To Close",SBO Trees,Forestry,09/05/2020 08:04:54 PM,1220 TAYLOR ST,09/06/2020 01:00:00 AM,4.918,Street Surface Assets,Debris in Street,CSR20-00366504,4,9,FY2020,1,1
20-110893,"Debris in Street, W William Cannon @ 290, Shopping Cart","QA Completed, Ready To Close",SBO After Hours,District Maintenance,09/05/2020 09:04:54 PM,,09/06/2020 02:30:00 AM,5.418,Street Surface Assets,Debris in Street,CSR20-00366549,4,8,FY2020,1,1
20-110896,"Tree Issue ROW, 1220 Taylor St, Limb in ROW","QA Completed, Ready To Close",SBO After Hours,District Maintenance,09/05/2020 11:19:50 PM,1220 TAYLOR ST,09/06/2020 01:00:00 AM,1.669,ROW Trees,Broken or Hanging Branch,CSR20-00366647,4,3,FY2020,1,1
20-110897,Obstruction in ROW - overgrown vegetation over sidewalk and bike lane - 411 E 38TH ST,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/06/2020 07:58:54 AM,411 E 38TH ST,09/16/2020 10:15:00 AM,242.268,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00366837,2,9,FY2020,1,0
20-110903,Obstruction in ROW - bush blocking sidewalk - 703 HIGHLAND AVE,Work In Progress,SBO Vegetation Management,Forestry,09/06/2020 09:52:54 AM,703 HIGHLAND AVE,,0,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00366942,2,9,FY2020,0,-1
20-110904,Obstruction in ROW - vegetation growing into street - 7218 WHISPERING WINDS DR,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/06/2020 11:07:51 AM,7218 WHISPERING WINDS DR,10/16/2020 10:30:00 AM,959.369,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00367021,2,5,FY2020,1,0
20-110906,"Obstruction in ROW - E side, blocked sidewalk from vegetation - 3003 BURLESON RD",Work In Progress,SBO Vegetation Management,Forestry,09/06/2020 11:28:53 AM,3003 BURLESON RD,,0,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00367040,2,3,FY2020,0,-1
20-110907,Tree Issue ROW - limb touching sidewalk - 2207 TOULOUSE DR,"QA Completed, Ready To Close",SBO Tree Sidewalk Program,Forestry,09/06/2020 11:46:59 AM,2207 TOULOUSE DR,11/02/2020 12:00:00 PM,1369.217,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00367054,2,5,FY2020,1,0
20-110908,Mowing Medians - mowing request - 7713 WOODROW AVE,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/06/2020 12:07:51 PM,7713 WOODROW AVE,10/01/2020 06:59:11 AM,594.856,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00367080,2,7,FY2020,1,0
20-110909,Mowing Medians - on Woodrow - 1501 DARTMOUTH AVE,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/06/2020 12:10:52 PM,1500 DARTMOUTH AVE,10/01/2020 07:00:53 AM,594.834,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00367087,2,7,FY2020,1,0
20-110905,"Debris Tree Issue ROW, N Lamar @ W MLK, Limb in ROW","QA Completed, Ready To Close",SBO District South,District Maintenance,09/06/2020 12:58:51 PM,2300 1/2 N LAMAR BLVD,09/06/2020 08:40:04 PM,7.687,ROW Trees,Broken or Hanging Branch,CSR20-00367138,4,9,FY2020,1,1
20-110910,Tree Issue ROW - low limbs growing over street - 2509 CARLOW DR,"QA Completed, Ready To Close",SBO Trees,Forestry,09/06/2020 01:37:49 PM,2509 CARLOW DR,10/28/2020 10:30:00 AM,1244.87,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00367193,2,5,FY2020,1,0
20-110914,Obstruction in ROW - limb - 2000 ALAMO ST,"QA Completed, Ready To Close",SBO Downtown Maintenance,District Maintenance,09/06/2020 03:46:50 PM,2000 ALAMO ST,09/07/2020 09:00:00 AM,17.219,Sidewalk Segments,Obstruction,CSR20-00367324,2,1,FY2020,1,1
20-110913,Tree Issue ROW - limb blocking sidewalk - 1907 N LAMAR BLVD,"QA Completed, Ready To Close",SBO Downtown Maintenance,District Maintenance,09/06/2020 03:46:50 PM,1907 N LAMAR BLVD,09/07/2020 08:36:56 PM,28.835,ROW Trees,Pedestrian Clearance,CSR20-00367323,4,9,FY2020,1,1
20-110915,"Tree Issue ROW - branches hanging, hazard, may fall - 1301 W 9TH HALF ST","QA Completed, Ready To Close",SBO Trees,Forestry,09/06/2020 03:49:50 PM,1301 W 9TH HALF ST,09/10/2020 01:45:00 PM,93.919,"Public Works Forestry Investigation (or Maintenance, or Issues)",Forestry Safety Concern,CSR20-00367325,2,9,FY2020,1,0
20-110917,Obstruction in ROW - scooter obstructing sidewalk - 1901 KINNEY AVE,"QA Completed, Ready To Close",SBO Infrastructure Management Group,Other,09/06/2020 04:52:51 PM,1901 KINNEY AVE,09/11/2020 07:00:26 AM,110.127,Sidewalk Segments,Obstruction,CSR20-00367393,2,5,FY2020,1,0
20-110918,Obstruction in ROW - overgrown bamboo obstructing bike LN - 4713 MANOR RD,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/06/2020 05:10:53 PM,4713 MANOR RD,09/09/2020 11:24:01 AM,66.219,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00367415,2,1,FY2020,1,1
20-110920,Tree Issue ROW - LG branch on roadway - W WILLIAM CANNON DR & S MOPAC EXPY SVRD NB,"QA Completed, Ready To Close",SBO Downtown Maintenance,District Maintenance,09/06/2020 05:13:53 PM,3601 W WILLIAM CANNON DR,09/07/2020 07:53:00 AM,14.652,ROW Trees,Broken or Hanging Branch,CSR20-00367416,4,8,FY2020,1,1
20-110919,Debris in Street - debris in bike lane; no hazard - 2530 S CONGRESS AVE,"QA Completed, Ready To Close",SBO Downtown Maintenance,District Maintenance,09/06/2020 05:22:54 PM,2530 S CONGRESS AVE,09/07/2020 08:39:52 AM,15.283,Street Surface Assets,Debris in Street,CSR20-00367424,2,3,FY2020,1,1
20-110922,Tree Issue ROW - limb fell on property - 3404 RAIN FOREST DR,"QA Completed, Ready To Close",SBO Downtown Maintenance,District Maintenance,09/06/2020 05:34:50 PM,3404 RAIN FOREST DR,09/07/2020 08:55:01 PM,27.337,ROW Trees,Broken or Hanging Branch,CSR20-00367436,4,8,FY2020,1,1
20-110931,"Tree Issue ROW - low limbs - 6402 AUBURN DR,",First Responder Complete,SBO Trees,Forestry,09/07/2020 07:58:54 AM,6402 AUBURN DR,,0,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00367831,2,1,FY2020,0,-1
20-110934,Tree Issue ROW - low limbs - 2108 ROBINHOOD TRL,"QA Completed, Ready To Close",SBO Trees,Forestry,09/07/2020 08:58:54 AM,2108 ROBINHOOD TRL,09/11/2020 01:45:00 PM,100.768,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00367889,2,10,FY2020,1,0
20-110936,obstruction in row - overgrown vegetation - 3016 FALLWELL LN,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/07/2020 09:31:52 AM,3016 FALLWELL LN,09/09/2020 11:19:50 AM,49.8,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00367924,2,2,FY2020,1,1
20-110937,Street & Bridge - General - unattached limb on lamar - 1901 N LAMAR BLVD,"QA Completed, Ready To Close",SBO District South,District Maintenance,09/07/2020 10:07:51 AM,1901 N LAMAR BLVD,09/07/2020 08:35:18 PM,10.458,Street Surface Assets,Debris in Street,CSR20-00367966,2,9,FY2020,1,1
20-110939,Street & Bridge - General/check might be related to 20-106734/4411 AVENUE C,"QA Completed, Ready To Close",SBO Trees,Forestry,09/07/2020 10:19:52 AM,4411 AVENUE C,09/16/2020 09:42:27 AM,215.376,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00367984,2,9,FY2020,1,0
20-110941,Tree Issue ROW - low limbs - 2202 PATSY PKWY,"QA Completed, Ready To Close",SBO Trees,Forestry,09/07/2020 10:49:54 AM,2202 PATSY PKWY,10/29/2020 01:30:00 PM,1250.668,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00368029,2,2,FY2020,1,0
20-110943,tree issue / think this is private check low limbs - 4408 HYRIDGE DR THIS IS ABOUT THE DEAD END OF H,Ready To Work,SBO Trees,Forestry,09/07/2020 11:04:51 AM,4406 HYRIDGE DR,,0,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00368054,2,10,FY2020,0,-1
20-110942,Obstruction in ROW - couch on sidewalk - 812 SHERATON AVE,"QA Completed, Ready To Close",SBO District South,District Maintenance,09/07/2020 11:04:51 AM,812 SHERATON AVE,09/07/2020 08:22:15 PM,9.29,Sidewalk Segments,Obstruction,CSR20-00368053,2,3,FY2020,1,1
20-110946,tree issue / ? on trail not sure if yours or patty - COMANCHEROS RD & CRAZY WELL,"QA Completed, Ready To Close",SBO Trees,Forestry,09/07/2020 12:13:52 PM,11008 LOS COMANCHEROS RD,09/29/2020 02:30:00 PM,530.269,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00368154,2,6,FY2020,1,0
20-110947,Tree Issue ROW - low limbs - 3213 WESTERN DR,"QA Completed, Ready To Close",SBO Trees,Forestry,09/07/2020 12:40:54 PM,3213 WESTERN DR,10/28/2020 02:30:00 PM,1225.818,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00368186,2,5,FY2020,1,0
20-110948,"Tree Issue ROW - low limbs - 5405 S PLEASANT VALLEY RD,","QA Completed, Ready To Close",SBO Trees,Forestry,09/07/2020 12:55:51 PM,5405 S PLEASANT VALLEY RD,10/29/2020 12:30:00 PM,1247.569,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00368207,2,2,FY2020,1,0
20-110949,obstruction in row - overgrown vegetation - 123ET TRL,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/07/2020 02:46:51 PM,5901 1/2 E STASSNEY LN,09/08/2020 01:55:57 PM,23.152,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00368327,2,2,FY2020,1,1
20-110952,"Tree Issue ROW - hanging diverting traffic - 400 RIO GRANDE ST,","QA Completed, Ready To Close",SBO District South,District Maintenance,09/07/2020 03:01:52 PM,404 1/2 RIO GRANDE ST,09/07/2020 07:34:22 PM,4.542,ROW Trees,Broken or Hanging Branch,CSR20-00368344,4,9,FY2020,1,1
20-110953,Tree Issue ROW - low limbs - 4526 DUVAL ST,"QA Completed, Ready To Close",SBO Trees,Forestry,09/07/2020 03:55:52 PM,4524 DUVAL ST,09/29/2020 11:30:00 AM,523.569,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00368393,2,9,FY2020,1,0
