Work Order ID,Description,Status,Work Group,Program,Report Date,Service Address,Completion Date,Duration (hours),Failure Class,Problem,Service Request ID,Work Order Priority,Council District,Fiscal Year,Valid Duration,Meets Standard
20-110636,Tree Issue ROW,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,08/31/2020 04:40:48 PM,1501 GARNER AVE,08/31/2020 09:15:00 PM,4.57,ROW Trees,Roadway Blockage,CSR20-00358964,4,5,FY2020,1,1
20-110639,Street & Bridge - General / 1501 E 5TH ST / COMAL ST SIDE.,"Work complete, Ready for QA (Quality Assurance)",SBO District Central,District Maintenance,08/31/2020 06:13:47 PM,412 COMAL ST,08/31/2020 07:15:00 PM,1.02,Sidewalk Segments,Obstruction,CSR20-00359144,2,3,FY2020,1,1
20-110640,Debris in Street / 2101 W 11TH ST,"Work Complete, Final Review Pending",SBO District Central,District Maintenance,08/31/2020 06:19:48 PM,2101 W 11TH ST,08/31/2020 06:45:00 PM,0.42,Street Surface Assets,Debris in Street,CSR20-00359155,2,10,FY2020,1,1
20-110641,Debris in Street / 2401 MANOR RD,"Work Complete, Final Review Pending",SBO District Central,District Maintenance,08/31/2020 07:19:48 PM,2401 MANOR RD,08/31/2020 08:15:00 PM,0.92,Street Surface Assets,Debris in Street,CSR20-00359259,2,1,FY2020,1,1
20-110638,Debris in Street,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,08/31/2020 07:34:50 PM,8200 DUNN ST,08/31/2020 08:15:00 PM,0.669,Street Surface Assets,Debris in Street,CSR20-00359276,2,5,FY2020,1,1
20-110642,Street & Bridge - General,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,08/31/2020 08:07:48 PM,4410 1/2 TODD LN,08/31/2020 09:15:00 PM,1.12,Street Surface Assets,Debris in Street,CSR20-00359317,2,2,FY2020,1,1
20-110643,Debris in Street,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,08/31/2020 08:13:50 PM,S CONGRESS AVE and  and LESSIN LN,08/31/2020 09:00:00 PM,0.769,Street Surface Assets,Debris in Street,CSR20-00359326,4,3,FY2020,1,1
20-110647,Debris in Street/pallet/1000 W Slaughter & United Kingdom,"QA Completed, Ready To Close",SBO District North,District Maintenance,09/01/2020 07:28:50 AM,1009 W SLAUGHTER LN,09/01/2020 08:30:00 AM,1.019,Street Surface Assets,Debris in Street,CSR20-00359549,2,5,FY2020,1,1
20-110648,Debris in Street/Gravel/1400 W Anderson Ln,"QA Completed, Ready To Close",SBO District North,District Maintenance,09/01/2020 07:40:51 AM,1400 W ANDERSON LN,09/01/2020 11:45:00 AM,4.069,Street Surface Assets,Debris in Street,CSR20-00359557,4,7,FY2020,1,1
20-110649,Tree Issue ROW/Down/4817 Gerona Dr,"QA Completed, Ready To Close",SBO Trees,Forestry,09/01/2020 08:40:47 AM,4817 GERONA DR,09/01/2020 11:45:00 AM,3.07,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00359626,5,6,FY2020,1,1
20-110653,Alley & Unpaved Street Maintenance/Vegetation/208 Medina,"Work complete, Ready for QA (Quality Assurance)",SBO District Central,District Maintenance,09/01/2020 09:25:47 AM,208 MEDINA,09/01/2020 04:45:00 PM,7.32,Street Surface Assets,Obstruction,CSR20-00359700,2,3,FY2020,1,1
20-110656,Debris in Street/Construction/1702 Garden St,"Work Complete, Final Review Pending",SBO District Central,District Maintenance,09/01/2020 09:46:51 AM,1702 GARDEN ST,09/01/2020 05:00:00 PM,7.219,Street Surface Assets,Debris in Street,CSR20-00359738,2,3,FY2020,1,1
20-110658,Mowing Medians/Tall/4703 Valley Oak Dr,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/01/2020 10:34:51 AM,4703 VALLEY OAK DR,09/09/2020 12:47:47 PM,194.216,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00359855,2,10,FY2020,1,0
20-110657,Tree Issue ROW---BLOCKING LIMB---6010 CARY DR,"QA Completed, Ready To Close",SBO Trees,Forestry,09/01/2020 11:22:50 AM,6010 CARY DR,09/01/2020 03:00:00 PM,3.619,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00359950,5,7,FY2020,1,1
20-110659,Tree Issue ROW---LIMB DIVERTING---6100 WOODVIEW AVE,"QA Completed, Ready To Close",SBO Trees,Forestry,09/01/2020 11:34:52 AM,6100 WOODVIEW AVE,09/01/2020 02:30:00 PM,2.919,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00359974,5,7,FY2020,1,1
20-110663,Debris in Street---FURNITURE---6200 SPEYSIDE DR,"QA Completed, Ready To Close",SBO District North,District Maintenance,09/01/2020 11:58:49 AM,6200 SPEYSIDE DR,09/01/2020 01:15:00 PM,1.27,Street Surface Assets,Debris in Street,CSR20-00360030,4,1,FY2020,1,1
20-110662,Obstruction in ROW/camp/4301 N IH 35,New Work Requested,SBO Infrastructure Management Group,Other,09/01/2020 12:04:50 PM,4301 N IH 35 SVRD NB,,0,Sidewalk Segments,Obstruction,CSR20-00360048,2,9,FY2020,0,-1
20-110668,Tree Issue ROW---LIMB DIVERTING---809 WEST AVE,"QA Completed, Ready To Close",SBO Trees,Forestry,09/01/2020 12:34:48 PM,809 WEST AVE,09/03/2020 01:30:00 PM,48.92,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00360115,5,9,FY2020,1,1
20-110672,Debris in Street---PIECES OF RETAINING WALL---3806 ISLAND WAY,"Work complete, Ready for QA (Quality Assurance)",SBO District North,District Maintenance,09/01/2020 01:34:49 PM,3806 ISLAND WAY,09/01/2020 04:15:00 PM,2.67,Street Surface Assets,Debris in Street,CSR20-00360229,4,10,FY2020,1,1
20-110679,Obstruction in ROW---MATTRESSES---514 EL PASO ST,"QA Completed, Ready To Close",SBO District North,District Maintenance,09/01/2020 02:46:51 PM,514 EL PASO ST,09/01/2020 05:30:00 PM,2.719,Street Surface Assets,Obstruction,CSR20-00360384,2,3,FY2020,1,1
20-110688,Tree Issue ROW - Low Limb(s) Growing Over Sidewalk - 6918 SCENIC BROOK DR,"QA Completed, Ready To Close",SBO Trees,Forestry,09/01/2020 04:13:51 PM,6918 SCENIC BROOK DR,10/28/2020 01:00:00 PM,1364.769,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00360566,2,8,FY2020,1,0
20-110689,Debris in Street - shopping cart on side of RD - 1306 W ANDERSON LN,"Work complete, Ready for QA (Quality Assurance)",SBO District North,District Maintenance,09/01/2020 04:13:52 PM,1306 W ANDERSON LN,09/01/2020 05:30:00 PM,1.269,Street Surface Assets,Obstruction,CSR20-00360567,2,7,FY2020,1,1
20-110690,Obstruction in ROW - box on sidewalk - REGENCY DR & GARDEN VIEW DR,"Work Complete, Final Review Pending",SBO District Central,District Maintenance,09/01/2020 04:28:48 PM,5400 REGENCY DR,09/01/2020 05:30:00 PM,1.02,Sidewalk Segments,Obstruction,CSR20-00360594,2,1,FY2020,1,1
20-110691,Tree Issue ROW,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/01/2020 05:04:47 PM,1501 MELISSA OAKS LN,09/01/2020 07:00:00 PM,1.92,ROW Trees,Roadway Blockage,CSR20-00360661,4,5,FY2020,1,1
20-110692,Tree Issue ROW,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/01/2020 05:07:48 PM,2000 NARROW GLEN PKWY,09/01/2020 07:00:00 PM,1.87,ROW Trees,Roadway Blockage,CSR20-00360662,4,5,FY2020,1,1
20-110693,Debris in Street/ build gravel in street,"QA Completed, Ready To Close",SBO After Hours,District Maintenance,09/01/2020 05:13:48 PM,8304 DOVE VALLEY CV,09/01/2020 05:30:00 PM,0.27,Street Surface Assets,Debris in Street,CSR20-00360673,2,6,FY2020,1,1
20-110695,Debris in Street / 4713 OLDFORT HILL DR,"Work Complete, Final Review Pending",SBO District Central,District Maintenance,09/01/2020 05:28:49 PM,4713 OLDFORT HILL DR,09/01/2020 07:00:00 PM,1.52,Street Surface Assets,Debris in Street,CSR20-00360690,2,1,FY2020,1,1
20-110707,Obstruction in ROW/Bush/3702 Alexandria Dr,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/01/2020 06:46:47 PM,3702 ALEXANDRIA DR,09/23/2020 10:00:00 AM,519.22,ROW Vegetation,Investigate Work Request,CSR20-00360817,2,8,FY2020,1,0
20-110700,Tree Issue ROW,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/01/2020 08:16:51 PM,and  and INDIAN WELLS DR and  and  and PINEHURST DR,09/01/2020 09:15:00 PM,0.969,ROW Trees,Broken or Hanging Branch,CSR20-00360904,4,5,FY2020,1,1
20-110705,Tree Issue ROW/Obstruction/2106 Winsted Ln,"QA Completed, Ready To Close",SBO Trees,Forestry,09/01/2020 09:10:50 PM,2106 WINSTED LN,09/03/2020 03:00:00 PM,41.819,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00360987,2,10,FY2020,1,1
20-110709,Tree Issue ROW/Low/Cedro Trl & Backtrail Dr***6404 LADERA NORTE,"QA Completed, Ready To Close",SBO Trees,Forestry,09/02/2020 06:52:52 AM,6404 LADERA NORTE,09/02/2020 03:00:00 PM,8.119,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00361113,5,10,FY2020,1,1
20-110710,Tree Issue ROW/Low.11900 Stoneshollow dr,"QA Completed, Ready To Close",SBO Trees,Forestry,09/02/2020 07:37:50 AM,11900 STONEHOLLOW DR,09/02/2020 11:30:00 AM,3.869,"Public Works Forestry Investigation (or Maintenance, or Issues)",Forestry Safety Concern,CSR20-00361154,5,7,FY2020,1,1
20-110712,Debris in Street/wood/February Dr & Berrywood Dr,"QA Completed, Ready To Close",SBO District North,District Maintenance,09/02/2020 08:10:48 AM,1002 BERRYWOOD DR,09/02/2020 12:30:00 PM,4.32,Street Surface Assets,Debris in Street,CSR20-00361181,4,1,FY2020,1,1
20-110711,Street & Bridge - General/Barricade/W 35th St & Lawton Ave,"Work complete, Ready for QA (Quality Assurance)",SBO District Central,District Maintenance,09/02/2020 09:37:48 AM,1800 W 35TH ST,09/02/2020 04:00:00 PM,6.37,Street Surface Assets,Debris in Street,CSR20-00361320,2,10,FY2020,1,1
20-110714,Tree Issue ROW - low limbs over sidewalk - 6200 YAUPON DR,"QA Completed, Ready To Close",SBO Trees,Forestry,09/02/2020 11:01:52 AM,6200 YAUPON DR,09/08/2020 11:30:00 AM,144.469,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00361528,2,10,FY2020,1,0
20-110716,obstruction in row - overgrown vegetation also complaining about low trees  - 1823 OHLEN RD,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/02/2020 11:07:48 AM,1823 OHLEN RD,10/14/2020 02:46:44 PM,1011.649,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00361542,2,7,FY2020,1,0
20-110721,obstruction in row - overgrown vegetation on McNeil - behind 6414 JENNINGS DR,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/02/2020 12:13:50 PM,6414 JENNINGS DR,09/17/2020 02:06:03 PM,361.871,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00361681,2,6,FY2020,1,0
20-110720,Debris in Street - unattached limb on bentwood - BENTWOOD TO IH 35 NB RAMP,"Work Complete, Final Review Pending",SBO District Central,District Maintenance,09/02/2020 12:13:51 PM,1100 BENTWOOD RD,09/02/2020 04:30:00 PM,4.269,ROW Trees,Investigate Work Request,CSR20-00361683,2,9,FY2020,1,1
20-110722,OBSTRUCTION---VEGETATION---5525 EIGER RD,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/02/2020 12:22:52 PM,5525 1/2 EIGER RD,09/25/2020 09:45:00 AM,549.369,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00361700,2,8,FY2020,1,0
20-110729,Tree Issue ROW/ OBSTRUCTION STREET LIGHT/ 3517 STARLINE DR,"QA Completed, Ready To Close",SBO Trees,Forestry,09/02/2020 01:28:48 PM,3517 STARLINE DR,09/11/2020 08:05:53 AM,210.618,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00361820,2,10,FY2020,1,0
20-110730,Tree Issue ROW/ FALLEN TREE IN ROW/ 1921 PAYNE AVE,"QA Completed, Ready To Close",SBO Trees,Forestry,09/02/2020 01:31:48 PM,1921 PAYNE AVE,09/02/2020 03:30:00 PM,1.97,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00361826,5,7,FY2020,1,1
20-110727,Alley & Unpaved Street Maintenance/ 900 GARDNER RD,"Work complete, Ready for QA (Quality Assurance)",SBO District Central,District Maintenance,09/02/2020 02:04:52 PM,900 GARDNER RD,09/02/2020 03:45:00 PM,1.669,ROW Trees,Investigate Work Request,CSR20-00361875,2,3,FY2020,1,1
20-110728,Debris in Street/ TRASH/ BURLESON & OLTORF,"Work complete, Ready for QA (Quality Assurance)",SBO District North,District Maintenance,09/02/2020 02:19:48 PM,,09/02/2020 05:45:00 PM,3.42,Street Surface Assets,Debris in Street,CSR20-00361898,4,3,FY2020,1,1
20-110735,Tree Issue ROW / 4600 ELWOOD RD,"Work complete, Ready for QA (Quality Assurance)",SBO District Central,District Maintenance,09/02/2020 02:25:49 PM,4600 ELWOOD RD,09/02/2020 04:30:00 PM,2.07,ROW Trees,Investigate Work Request,CSR20-00361909,2,9,FY2020,1,1
20-110737,Tree Issue ROW/BLOCKING ROW/  BARTON SPRINGS RD & KINNEY AVE,"Work complete, Ready for QA (Quality Assurance)",SBO District North,District Maintenance,09/02/2020 02:34:49 PM,1500 1/2 BARTON SPRINGS RD,09/02/2020 05:15:00 PM,2.67,ROW Trees,Roadway Blockage,CSR20-00361922,4,5,FY2020,1,1
20-110734,"Debris in Street : 2007 E 3RD ST, AUSTIN, TX 78702","Work Complete, Final Review Pending",SBO District Central,District Maintenance,09/02/2020 02:49:52 PM,2007 E 3RD ST,09/02/2020 06:00:00 PM,3.169,Street Surface Assets,Obstruction,CSR20-00361948,2,3,FY2020,1,1
20-110738,Obstruction in ROW/ WEEDS ON SIDEWALK/ S PLEASANT VALLEY & QUICKSILVER BLVD,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/02/2020 03:04:48 PM,5315 S PLEASANT VALLEY RD,09/02/2020 06:29:00 PM,3.403,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00361976,2,2,FY2020,1,1
20-110743,Tree Issue ROW / 1810 RALEIGH AVE,"Work complete, Ready for QA (Quality Assurance)",SBO District Central,District Maintenance,09/02/2020 06:31:52 PM,1810 RALEIGH AVE,09/02/2020 07:15:00 PM,0.719,ROW Trees,Broken or Hanging Branch,CSR20-00362305,2,10,FY2020,1,1
20-110753,Tree Issue - low limbs (photo) - 1600 S HEATHERWILDE BLVD,"QA Completed, Ready To Close",SBO Trees,Forestry,09/02/2020 07:52:52 PM,1701 S HEATHERWILDE BLVD,09/14/2020 02:30:00 PM,282.619,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00362384,2,7,FY2020,1,0
20-110745,Sidewalk Repair,"Work complete, Ready for QA (Quality Assurance)",SBO District North,District Maintenance,09/02/2020 08:04:48 PM,7109 1/2 EASY WIND DR,09/02/2020 08:45:00 PM,0.67,Sidewalk Segments,Obstruction,CSR20-00362393,2,7,FY2020,1,1
20-110755,Tree Issue ROW - low limbs - 11703 RIVER OAKS TRL,"QA Completed, Ready To Close",SBO Trees,Forestry,09/02/2020 08:40:52 PM,11703 RIVER OAKS TRL,09/03/2020 11:29:04 AM,14.803,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00362429,2,1,FY2020,1,1
20-110746,Tree Issue ROW,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/02/2020 08:52:48 PM,and KENWOOD AVE and  and  and E RIVERSIDE DR,09/02/2020 09:15:00 PM,0.37,ROW Trees,Broken or Hanging Branch,CSR20-00362438,4,9,FY2020,1,1
20-110752,obstruction in row - overgrown vegetation - 1039 NILE ST,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/02/2020 09:16:50 PM,1039 NILE ST,09/03/2020 12:30:46 PM,15.232,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00362449,2,1,FY2020,1,1
20-110757,"obstruction in row - overgrown vegetation - 2628 BURLESON RD,","QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/02/2020 10:34:48 PM,2620 BURLESON RD,09/03/2020 12:25:10 PM,13.839,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00362484,2,3,FY2020,1,1
20-110750,Debris in Street,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/02/2020 11:58:51 PM,E WILLIAM CANNON DR and  and  and  and SALT SPRINGS DR,09/03/2020 01:00:00 AM,1.019,Street Surface Assets,Debris in Street,CSR20-00362522,4,2,FY2020,1,1
20-110758,obstruction in row - overgrown vegetation - 2514 DOVE SPRINGS DR,Screened and Approved,SBO Vegetation Management,Forestry,09/03/2020 06:28:52 AM,2514 DOVE SPRINGS DR,,0,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00362575,2,2,FY2020,0,-1
20-110756,"Obstruction in ROW - mattress on sidewalk - PAYTON GIN RD & BRIARDALE DR,","QA Completed, Ready To Close",SBO District North,District Maintenance,09/03/2020 06:55:49 AM,1706 PAYTON GIN RD,09/03/2020 09:30:00 AM,2.57,Sidewalk Segments,Obstruction,CSR20-00362587,2,4,FY2020,1,1
20-110759,obstruction in row - overgrown vegetation - NIGHT STAR DR & THORNBERRY RD,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/03/2020 07:04:50 AM,1501 1/2 THORNBERRY RD,10/28/2020 01:28:58 PM,1326.402,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00362588,2,2,FY2020,1,0
20-110761,Tree Issue ROW -broken hanging diverting traffic - ADIRONDACK TRL & STECK AVE,"QA Completed, Ready To Close",SBO Trees,Forestry,09/03/2020 08:46:52 AM,8400 ADIRONDACK TRL,09/03/2020 03:30:00 PM,6.719,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00362699,5,10,FY2020,1,1
20-110762,Tree Issue ROW - low limbs - 7104 MESA DR,"QA Completed, Ready To Close",SBO Trees,Forestry,09/03/2020 08:58:58 AM,7104 MESA DR,09/21/2020 11:00:00 AM,434.017,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00362719,2,10,FY2020,1,0
20-110763,Tree Issue ROW - low limbs - 6100 WIER HILLS RD,"QA Completed, Ready To Close",SBO Trees,Forestry,09/03/2020 09:28:51 AM,6101 WIER HILLS RD,10/28/2020 10:45:00 AM,1321.269,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00362781,2,8,FY2020,1,0
20-110768,obstruction in row - overgrown vegetation - 1717 TOOMEY RD,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/03/2020 11:10:48 AM,1717 TOOMEY RD,09/03/2020 12:07:22 PM,0.943,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00362980,2,5,FY2020,1,1
20-110770,"Debris in Street - pile of gravel causing a hazard - 3108 W 35TH ST,","Work Complete, Final Review Pending",SBO District Central,District Maintenance,09/03/2020 11:37:52 AM,3111 W 35TH ST,09/03/2020 04:30:00 PM,4.869,Street Surface Assets,Debris in Street,CSR20-00363032,2,10,FY2020,1,1
20-110771,Tree Issue ROW - low limbs - 5507 PALO BLANCO LN,"QA Completed, Ready To Close",SBO Trees,Forestry,09/03/2020 12:37:49 PM,5507 PALO BLANCO LN,10/28/2020 09:30:00 AM,1316.87,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00363161,2,2,FY2020,1,0
20-110774,Tree Issue ROW - low limbs - 2715 SHERWOOD LN,"QA Completed, Ready To Close",SBO Trees,Forestry,09/03/2020 01:40:52 PM,2715 SHERWOOD LN,10/01/2020 02:30:00 PM,672.819,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00363295,2,9,FY2020,1,0
20-110777,Tree Issue ROW - low limbs - 3201 E CESAR CHAVEZ ST,"QA Completed, Ready To Close",SBO Trees,Forestry,09/03/2020 02:10:50 PM,3201 E CESAR CHAVEZ ST,10/28/2020 10:45:00 AM,1316.569,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00363347,2,3,FY2020,1,0
20-110789,Debris in Street,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/03/2020 02:43:48 PM,12909 CAMERON RD,09/03/2020 08:15:00 PM,5.52,Street Surface Assets,Debris in Street,CSR20-00363415,2,1,FY2020,1,1
20-110793,Tree Issue ROW,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/03/2020 03:07:51 PM,5906 BLYTHEWOOD DR,09/03/2020 05:45:00 PM,2.619,ROW Trees,Investigate Work Request,CSR20-00363466,4,2,FY2020,1,1
20-110803,Obstruction in ROW----WEEDS---10300 OLD MANCHACA,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/03/2020 03:16:52 PM,10300 OLD MANCHACA RD,09/09/2020 12:13:58 PM,140.952,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00363489,2,5,FY2020,1,0
20-110781,Tree Issue ROW / 1907 SHARON LN,"Work complete, Ready for QA (Quality Assurance)",SBO District Central,District Maintenance,09/03/2020 03:37:49 PM,1907 SHARON LN,09/03/2020 05:15:00 PM,1.62,ROW Trees,Roadway Blockage,CSR20-00363528,2,10,FY2020,1,1
20-110792,Tree Issue ROW,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/03/2020 03:40:49 PM,5600 NANCY DR,09/03/2020 05:30:00 PM,1.82,ROW Trees,Roadway Blockage,CSR20-00363534,4,2,FY2020,1,1
20-110788,Tree Issue ROW,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/03/2020 05:55:49 PM,6508 LADERA NORTE,09/03/2020 07:30:00 PM,1.57,ROW Trees,Broken or Hanging Branch,CSR20-00363780,4,10,FY2020,1,1
20-110796,Obstruction in ROW,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/03/2020 09:07:49 PM,6208 WOODHUE DR,09/03/2020 09:45:00 PM,0.62,Sidewalk Segments,Obstruction,CSR20-00363957,2,2,FY2020,1,1
20-110797,Debris in Street,"Work complete, Ready for QA (Quality Assurance)",SBO After Hours,District Maintenance,09/03/2020 10:55:53 PM,and W HOWARD LN and  and  and  and  and N IH 35 SVRD,09/04/2020 12:15:00 AM,1.319,Street Surface Assets,Debris in Street,CSR20-00364020,4,7,FY2020,1,1
20-110798,"obstruction in row - overgrown vegetation - 5000 SHOALWOOD AVE,","QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/04/2020 04:04:53 AM,5000 SHOALWOOD AVE,09/09/2020 12:01:35 PM,127.945,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00364076,2,7,FY2020,1,0
20-110799,Tree Issue ROW - fallen tree - 4811 YORK HILL DR,"QA Completed, Ready To Close",SBO Trees,Forestry,09/04/2020 06:52:52 AM,4811 YORK HILL DR,09/04/2020 10:30:00 AM,3.619,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00364094,5,1,FY2020,1,1
20-110802,Tree Issue ROW---FALLEN TREE ROAD---3000 W SLAUGHTER LN,"QA Completed, Ready To Close",SBO Trees,Forestry,09/04/2020 08:31:52 AM,3001 W SLAUGHTER LN,09/04/2020 09:30:00 AM,0.969,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00364167,5,5,FY2020,1,1
20-110801,Tree Issue ROW---hanging limb---2500 SHERWOOD LN,"QA Completed, Ready To Close",SBO Trees,Forestry,09/04/2020 08:34:53 AM,2501 SHERWOOD LN,09/04/2020 10:00:00 AM,1.419,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00364171,5,9,FY2020,1,1
20-110804,Tree Issue ROW---FALLEN TREE ROAD---4700 YORK HILL,"QA Completed, Ready To Close",SBO Trees,Forestry,09/04/2020 08:58:49 AM,4703 YORK HILL DR,09/04/2020 01:35:29 PM,4.611,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00364214,5,1,FY2020,1,1
20-110806,Tree Issue ROW---LOW LIMBS STREET---1610 OHLEN RD,"QA Completed, Ready To Close",SBO Trees,Forestry,09/04/2020 09:07:50 AM,1610 OHLEN RD,09/28/2020 01:00:00 PM,579.869,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00364236,2,4,FY2020,1,0
20-110807,Tree Issue ROW---DEAD BROKEN LIMB---1204 WEST AVE,"QA Completed, Ready To Close",SBO Trees,Forestry,09/04/2020 09:31:58 AM,1204 WEST AVE,09/08/2020 01:33:00 PM,100.017,"Public Works Forestry Investigation (or Maintenance, or Issues)",Forestry Safety Concern,CSR20-00364279,5,9,FY2020,1,0
20-110808,"obstruction in row - overgrown vegetation - WOODROW AVE & PAYNE AVE,",Work In Progress,SBO Vegetation Management,Forestry,09/04/2020 10:10:53 AM,6513 WOODROW AVE,,0,"Public Works Forestry Investigation (or Maintenance, or Issues)",Pedestrian Clearance,CSR20-00364359,2,7,FY2020,0,-1
20-110809,"Debris in Street - unattached limb next to curb - 6101 NASHUA CT,","QA Completed, Ready To Close",SBO District North,District Maintenance,09/04/2020 10:22:48 AM,6101 NASHUA CT,09/04/2020 10:45:00 AM,0.37,Street Surface Assets,Debris in Street,CSR20-00364385,2,10,FY2020,1,1
20-110811,Tree Issue ROW - dead tree - 2500 S 6TH ST,"QA Completed, Ready To Close",SBO Trees,Forestry,09/04/2020 12:01:51 PM,2500 S 6TH ST,09/04/2020 11:45:00 AM,-0.281,"Public Works Forestry Investigation (or Maintenance, or Issues)",Roadway Blockage,CSR20-00364579,5,3,FY2020,0,-1
20-110812,Tree Issue ROW - low limbs - 7802 WHITSUN DR,Work In Progress,SBO Trees,Forestry,09/04/2020 12:07:52 PM,7802 WHITSUN DR,,0,"Public Works Forestry Investigation (or Maintenance, or Issues)",Equipment or Vehicle Clearance,CSR20-00364590,2,8,FY2020,0,-1
20-110813,DEBRIS IN ROW 2301 PRUETT ST,"Work Complete, Final Review Pending",SBO District Central,District Maintenance,09/04/2020 12:10:52 PM,2301 1/2 PRUETT ST,09/04/2020 04:15:00 PM,4.069,Street Surface Assets,Debris in Street,CSR20-00364597,2,10,FY2020,1,1
20-110815,obstruction in row - overgrown vegetation - 1113 GILLESPIE PL,"QA Completed, Ready To Close",SBO Vegetation Management,Forestry,09/04/2020 12:31:49 PM,1113 GILLESPIE PL,09/09/2020 11:54:14 AM,119.374,"Public Works Forestry Investigation (or Maintenance, or Issues)",Forestry Safety Concern,CSR20-00364637,2,9,FY2020,1,0
